CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;COMPONENTE;H15;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH05;CH06;CH07;CH08;CH09;CH10;CH11;CH12;CH13;CH14;CH15;CH15_COD;CH16;CH16_COD;NIVEL_ED;ESTADO;CAT_OCUP;CAT_INAC;IMPUTA;PP02C1;PP02C2;PP02C3;PP02C4;PP02C5;PP02C6;PP02C7;PP02C8;PP02E;PP02H;PP02I;PP03C;PP03D;PP3E_TOT;PP3F_TOT;PP03G;PP03H;PP03I;PP03J;INTENSI;PP04A;PP04B_COD;PP04B1;PP04B2;PP04B3_MES;PP04B3_ANO;PP04B3_DIA;PP04C;PP04C99;PP04D_COD;PP04G;PP05B2_MES;PP05B2_ANO;PP05B2_DIA;PP05C_1;PP05C_2;PP05C_3;PP05E;PP05F;PP05H;PP06A;PP06C;PP06D;PP06E;PP06H;PP07A;PP07C;PP07D;PP07E;PP07F1;PP07F2;PP07F3;PP07F4;PP07F5;PP07G1;PP07G2;PP07G3;PP07G4;PP07G_59;PP07H;PP07I;PP07J;PP07K;PP08D1;PP08D4;PP08F1;PP08F2;PP08J1;PP08J2;PP08J3;PP09A;PP09A_ESP;PP09B;PP09C;PP09C_ESP;PP10A;PP10C;PP10D;PP10E;PP11A;PP11B_COD;PP11B1;PP11B2_MES;PP11B2_ANO;PP11B2_DIA;PP11C;PP11C99;PP11D_COD;PP11G_ANO;PP11G_MES;PP11G_DIA;PP11L;PP11L1;PP11M;PP11N;PP11O;PP11P;PP11Q;PP11R;PP11S;PP11T;P21;DECOCUR;IDECOCUR;RDECOCUR;GDECOCUR;PDECOCUR;ADECOCUR;PONDIIO;TOT_P12;P47T;DECINDR;IDECINDR;RDECINDR;GDECINDR;PDECINDR;ADECINDR;PONDII;V3_M;V4_M;V8_M;V9_M;V10_M;V12_M;V18_M;V19_AM;T_VI;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;V2_02_M;V2_03_M;V5_03_M;V11_02_M;PP07B1_01;EMPLEO;SECTOR;PP02A;PP02B;PP02D;PP02F;PP02G;PP03K;PP04A1;PP05B3;PP05I;PP05J;PP05K;PP06E1;PP06K;PP06K_SEM;PP06K_MES;PP06L;PP07F1_1;PP07F1_2;PP07F1_3;PP07I2;PP07I3;PP07I4;PP07L;PP07M;PP08G;PP08G_DSEM;PP08G_DMES;PP08H;PP10B1;PP10B2;PP10B3;PP10B4;PP10B5;PP10B6;PP10B7;PP10B8;PP10B9;PP10B10;PP11L2;V2_01_M;V5_01_M;V5_02_M;V11_01_M;V21_01_M;V21_02_M;V21_03_M;V22_01_M;V22_02_M;V22_03_M;P_DECCF;P_RDECCF;P_GDECCF;P_PDECCF;P_IDECCF;P_ADECCF;P21Actualizado
TQRMNOQPWHJOKQCDEGJBF00864790;2024;2;1;1;1;43;S;13;652;1;2;22/04/1971;53;5;4;1;2;0;7;1;;2;;1;;6;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;72.00;0.00;1.00;1.00;1.00;1.00;3.00;2.00;9700.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;57314.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;230400.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;230400;4;4.00;3;4.00;;3;662;0;230400.00;4;4.00;3;4.00;;3;673;0;0;0;0;0;0;0;0;0;430400;4;4.00;4;3.00;;4;143466,70;3;3.00;2;3.00;;2;753;0;0;0;0;2.00;2.00;2.00;0;0;0;0;0;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;2.00;3.00;2.00;0.00;0.00;2.00;3.00;0.00;24.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;4.00;3.00;3.00;;4.00;3.00;362565,98
TQRMNORYTHLKLPCDEIJAH00812693;2024;2;1;3;1;1;S;33;1491;2;1;01/01/1900;42;2;1;1;2;0;7;2;1.00;1;;1;;5;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;36.00;0.00;1.00;1.00;1.00;1.00;2.00;2.00;2301.00;2.00;0.00;0.00;0.00;0.00;12.00;0.00;90312.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;3.00;1.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;;12;12.00;;12;0;0;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;2.00;1.00;1.00;0;0;0;0;0;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;6.00;0.00;6.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;-9,00
TQRMNOSVTHLMMMCDEIJAH00866094;2024;2;1;1;1;1;S;33;3400;1;1;27/07/1984;39;2;1;1;2;0;4;1;;1;;1;;4;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;40.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;5601.00;2.00;0.00;0.00;0.00;0.00;5.00;0.00;53314.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;1.00;2.00;2.00;2.00;0.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;500000.00;0.00;0.00;-9.00;0.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;500000;7;;7;7.00;;7;4287;0;500000.00;7;;7;7.00;;8;4672;0;0;0;0;0;0;0;0;0;500000;4;;4;4.00;;4;100000,00;2;;2;2.00;;2;5451;0;0;0;0;2.00;1.00;1.00;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;5.00;0.00;8.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;2.00;2.00;2.00;;;2.00;786818,54
TQRMNOTPWHMMLLCDEIJAH00802112;2024;2;1;4;1;1;S;33;2461;3;1;26/11/2012;11;5;2;1;1;2;2;2;5.00;1;;1;;1;3;0;3;;0;0;0;0;0;0;0;0;0;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2461;0;0.00;0;;0;0.00;;0;2461;0;0;0;0;0;0;0;0;0;950000;8;;7;7.00;;8;237500,00;5;;5;5.00;;6;2866;0;0;0;0;;;;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;6.00;6.00;6.00;;;7.00;0,00
TQRMNOSPUHJMKSCDEGJBF00865767;2024;2;1;1;1;43;S;13;745;1;1;22/09/1979;44;5;1;1;2;0;7;2;1.00;1;;1;;5;1;1;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;25.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;5601.00;2.00;0.00;0.00;0.00;0.00;7.00;0.00;6001.00;11.00;0.00;0.00;0.00;1.00;2.00;1.00;0.00;7.00;6.00;1.00;0.00;2200000.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;2200000;10;10.00;10;10.00;;10;770;0;2200000.00;10;10.00;10;10.00;;10;771;0;0;0;0;0;0;0;0;0;2200000;10;10.00;10;10.00;;10;2200000,00;10;10.00;10;10.00;;10;764;0;0;0;0;0.00;1.00;1.00;0;0;0;0;0;0.00;0.00;0.00;3.00;0.00;0.00;0.00;1.00;5.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;10.00;10.00;10.00;;10.00;10.00;3462001,59
TQRMNOSSQHMMMPCDEIJAH00802219;2024;2;1;1;1;1;S;33;2456;1;1;02/02/1992;32;5;1;1;2;0;7;1;;1;;1;;6;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;45.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;4807.00;2.00;0.00;0.00;0.00;0.00;7.00;0.00;81333.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;2.00;0.00;0.00;1.00;2.00;1.00;2.00;0.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;900000.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;900000;9;;9;9.00;;9;3096;0;900000.00;9;;9;9.00;;10;3375;0;0;0;0;0;0;0;0;0;900000;7;;7;7.00;;7;900000,00;10;;10;10.00;;10;2547;0;0;0;0;2.00;1.00;1.00;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;5.00;0.00;9.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;10.00;10.00;10.00;;;10.00;1416273,38
TQRMNOSPQHMMLNCDEGJBF00799795;2024;2;2;2;1;43;S;13;592;3;2;01/01/1900;26;5;1;1;2;0;5;1;;1;;1;;4;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;36.00;0.00;1.00;1.00;1.00;1.00;2.00;2.00;8600.00;2.00;0.00;0.00;0.00;0.00;8.00;0.00;40311.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;1.00;4.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;1.00;3.00;3.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;12.00;12;12.00;;12;0;0;-9.00;12;12.00;12;12.00;;12;0;0;0;0;0;0;0;0;0;0;0;12;12.00;12;12.00;;12;0,00;12;12.00;12;12.00;;12;0;0;0;0;0;2.00;2.00;1.00;0;0;0;0;0;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;1.00;0.00;0.00;0.00;0.00;2.00;3.00;0.00;12.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;-9,00
TQRMNOQYQHMMRNCDEIJAH00802156;2024;2;1;1;1;1;S;33;1626;1;1;29/10/1945;78;1;1;1;2;0;4;1;;1;;1;;4;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;26.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;9700.00;1.00;1.00;0.00;9.00;0.00;0.00;0.00;57313.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;2.00;2.00;0.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;9.00;9.00;500000.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;500000;7;;7;7.00;;7;1947;0;670000.00;9;;8;8.00;;9;2234;0;0;0;0;0;0;0;0;170000;670000;6;;5;6.00;;6;223333,30;5;;5;5.00;;6;2583;0;0;0;0;0.00;2.00;3.00;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;3.00;0.00;9.00;;;;;;;;;;;;170000;0;0;0;0;0;0;0;0;0;6.00;6.00;6.00;;;6.00;786818,54
TQRMNOQRXHJOPQCDEIJAH00862072;2024;2;1;2;1;1;S;33;665;3;1;25/02/2001;23;5;4;1;2;0;2;2;6.00;1;;1;;1;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;18.00;0.00;1.00;1.00;1.00;1.00;1.00;2.00;4000.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;72113.00;8.00;0.00;0.00;0.00;3.00;3.00;3.00;1.00;7.00;3.00;2.00;150000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;150000;2;;2;2.00;;3;1136;0;150000.00;2;;2;2.00;;2;1137;0;0;0;0;0;0;0;0;0;290000;2;;2;2.00;;2;145000,00;3;;3;3.00;;3;1165;0;0;0;0;0.00;2.00;2.00;0;0;0;0;0;1.00;0.00;0.00;4.00;1.00;2.00;0.00;2.00;3.00;0.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;4.00;3.00;4.00;;;4.00;236045,56
TQRMNOVUVHLMQQCDEIJAH00807383;2024;2;1;2;1;1;S;33;2741;2;2;24/08/1980;43;2;1;1;2;0;4;1;;1;;1;;4;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;40.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;4804.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;30113.00;11.00;0.00;0.00;0.00;3.00;2.00;3.00;1.00;7.00;6.00;2.00;400000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;400000;6;;6;6.00;;6;4270;0;400000.00;6;;6;6.00;;7;4432;0;0;0;0;0;0;0;0;0;1050000;8;;8;8.00;;8;262500,00;6;;6;6.00;;6;5647;0;0;0;0;0.00;1.00;1.00;0;0;0;0;0;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;6.00;0.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;7.00;6.00;7.00;;;7.00;629454,83
TQRMNOPRRHKLRQCDEIJAH00856838;2024;2;1;1;1;1;S;33;785;1;2;15/03/1958;66;2;2;1;2;0;7;1;;2;;1;;6;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;25.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;7100.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;72131.00;6.00;0.00;0.00;0.00;1.00;3.00;1.00;1.00;7.00;6.00;2.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;;12;12.00;;12;0;0;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;242000;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;172000;0;0;0;0.00;1.00;1.00;0;0;0;0;0;0.00;0.00;0.00;3.00;0.00;0.00;0.00;1.00;5.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;70000;0;;;;;;;-9,00
TQRMNOSVYHLKRTCDEIJAH00807552;2024;2;1;2;1;1;S;33;2010;3;1;01/01/1900;41;5;4;1;2;0;4;2;3.00;1;;1;;3;1;3;0;1.00;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;999.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;8000.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;20333.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;2.00;4.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;2010;0;0.00;0;;0;0.00;;0;2010;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;2.00;2.00;2.00;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;2.00;9.00;9.00;0.00;0.00;1.00;7.00;0.00;24.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOQSUHJMTLCDEIJAH00863698;2024;2;1;4;1;1;S;33;1794;4;1;25/08/2002;21;1;1;1;2;0;4;2;3.00;1;;1;;3;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;21.00;0.00;1.00;1.00;1.00;1.00;1.00;2.00;3800.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;33114.00;9.00;0.00;0.00;0.00;3.00;3.00;2.00;2.00;7.00;3.00;2.00;100000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;100000;2;;2;2.00;;2;2880;0;100000.00;2;;2;1.00;;2;2907;0;0;0;0;0;0;0;0;0;1040000;8;;8;8.00;;8;115555,60;2;;2;2.00;;2;7226;0;0;0;0;0.00;2.00;2.00;0;0;0;0;0;1.00;0.00;0.00;4.00;1.00;2.00;0.00;1.00;5.00;0.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;3.00;3.00;3.00;;;3.00;157363,71
TQSMNOSVYHLKRTCDEIJAH00807473;2024;2;1;1;1;1;S;33;2467;1;2;07/07/1980;43;2;1;1;2;0;6;1;;1;;1;;6;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;60.00;0.00;2.00;0.00;2.00;2.00;3.00;2.00;7400.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;58132.00;11.00;0.00;0.00;0.00;1.00;3.00;3.00;1.00;7.00;6.00;1.00;0.00;300000.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;300000;5;;4;4.00;;5;4181;0;300000.00;5;;5;5.00;;6;4346;0;0;0;0;0;0;0;0;0;600000;5;;5;5.00;;5;200000,00;4;;4;4.00;;5;5105;0;0;0;0;0.00;1.00;1.00;0;0;0;0;0;0.00;0.00;0.00;1.00;0.00;0.00;1.00;1.00;7.00;0.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;5.00;5.00;5.00;;;6.00;472091,13
TQRMNOQQTHJMQUCDEIJAH00863280;2024;2;1;2;1;1;S;33;1387;3;1;13/06/2000;23;5;1;1;1;2;7;2;0.00;1;;1;;5;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;48.00;0.00;2.00;0.00;2.00;2.00;3.00;2.00;6800.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;43132.00;11.00;0.00;0.00;0.00;3.00;3.00;1.00;1.00;7.00;5.00;1.00;0.00;-8.00;3.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1387;0;0.00;0;;0;0.00;;0;1387;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;0.00;2.00;2.00;0;0;0;0;0;0.00;0.00;0.00;4.00;1.00;1.00;2.00;1.00;6.00;0.00;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0,00
TQRMNOYUQHMOLRCDEIJAH00802459;2024;2;1;1;1;1;S;33;1924;1;1;22/09/1985;38;1;4;1;2;0;4;1;;4;202.00;1;;4;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;2.00;0.00;2.00;2.00;4.00;2.00;4000.00;2.00;0.00;0.00;0.00;0.00;6.00;0.00;72313.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;2.00;4.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;2.00;2.00;5.00;2.00;2.00;1.00;4.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;;12;12.00;;12;0;0;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;2.00;2.00;9.00;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;9.00;9.00;9.00;0.00;0.00;1.00;6.00;0.00;9.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;-9,00
TQRMNOSXTHLKMUCDEIJAH00807890;2024;2;1;4;1;1;S;33;1926;3;1;06/10/2003;20;5;1;1;1;2;6;2;2.00;1;;1;;5;1;2;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;2.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;8501.00;2.00;0.00;0.00;0.00;0.00;1.00;0.00;41112.00;8.00;0.00;0.00;0.00;3.00;3.00;3.00;2.00;7.00;1.00;2.00;-7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;0.00;;0;1926;0;0.00;0;;0;0.00;;0;1926;0;0;0;0;0;0;0;0;0;675000;6;;5;6.00;;6;135000,00;3;;3;3.00;;3;4106;0;0;0;0;0.00;2.00;2.00;0;0;0;0;0;0.00;0.00;0.00;4.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;3.00;3.00;3.00;;;4.00;0,00
TQRMNOQWYHMKTNCDEIJAH00802617;2024;2;1;1;1;1;S;33;1522;1;2;15/04/1973;51;3;1;1;2;0;6;1;;2;;1;;6;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;24.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;104.00;2.00;0.00;0.00;0.00;0.00;7.00;0.00;10333.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;-9.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9;12;;12;12.00;;12;0;0;-9.00;12;;12;12.00;;12;0;0;0;0;0;0;0;0;0;0;0;12;;12;12.00;;12;0,00;12;;12;12.00;;12;0;0;0;0;0;2.00;1.00;1.00;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;5.00;0.00;8.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;-9,00
TQRMNOQVTHKMKPCDEGJBF00856890;2024;2;1;1;1;43;S;13;699;1;2;16/11/1971;52;5;1;1;2;0;6;2;2.00;3;82.00;1;;5;1;3;0;;0;0;0;0;0;0;0;0;0;0;0;1.00;0.00;44.00;0.00;2.00;0.00;2.00;2.00;2.00;2.00;4805.00;2.00;0.00;0.00;0.00;0.00;10.00;0.00;30333.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;2.00;0.00;0.00;2.00;2.00;2.00;2.00;5.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;1.00;400000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;400000;6;6.00;5;6.00;;6;717;0;490000.00;7;8.00;7;7.00;;7;712;0;0;90000;0;0;0;0;0;90000;830000;7;7.00;7;7.00;;7;415000,00;8;8.00;8;8.00;;8;751;0;0;0;0;2.00;1.00;1.00;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;2.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;6.00;0.00;8.00;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;9.00;8.00;9.00;;9.00;9.00;629454,83
